Nome;Valor;CPF;Vencimento
Aylla Costela;632,70;702.854.042-10;07/11/2022
Oliver Oliveira;668,73;764.007.506-80;28/07/2022
Giovanna Porto;648,98;633.391.251-44;05/07/2023
Lavínia da Rosa;994,69;820.398.470-30;22/07/2025
Emanuel Andrade;182,80;917.881.593-29;09/01/2023
Letícia Araújo;122,31;416.813.671-03;04/02/2023
Alícia Cardoso;95,80;132.013.793-84;18/10/2024
Nathan Oliveira;594,90;645.714.783-67;28/11/2026
Ravi da Rocha;53,99;528.780.566-70;02/07/2025
Luan Almeida;375,77;784.970.221-29;10/11/2027
Manuella Pastor;77,21;401.449.311-38;02/01/2025
Benicio Pastor;731,47;003.940.339-42;21/11/2027
Maria Fernanda Casa Grande;573,48;482.926.546-90;09/05/2023
João Gabriel da Rocha;112,32;268.349.021-68;06/05/2026
Amanda Vasconcelos;953,87;943.676.084-14;16/07/2022
Mirella Dias;699,25;752.790.684-70;23/10/2027
Rafaela Fonseca;215,07;330.399.937-68;13/06/2023
Laís Peixoto;47,89;339.539.033-05;24/07/2025
Maya Martins;609,33;904.003.197-55;23/07/2025
Ana Beatriz Andrade;581,71;471.425.734-03;07/06/2022
Sr. Luiz Henrique Silva;906,97;599.051.042-01;29/03/2022
Bianca Vieira;584,77;072.128.315-29;22/04/2027
Felipe Marques;980,59;943.789.559-70;19/10/2025
Maria da Luz;80,12;500.564.154-85;08/08/2024
Ayla Abreu;722,82;925.462.002-52;04/01/2024
Isabela Cavalcanti;432,91;005.990.031-82;28/10/2027
Liz Sampaio;151,25;448.802.421-11;12/02/2025
Dr. Danilo Duarte;516,77;750.894.748-74;11/07/2025
Isabela Casa Grande;756,65;770.391.664-10;10/08/2023
Sofia Aragão;248,46;224.037.309-19;19/03/2025
Calebe Mendonça;961,34;471.575.639-03;15/03/2023
Helena Ribeiro;494,69;602.931.012-79;17/11/2026
Maitê da Mata;107,48;000.963.540-82;07/10/2023
Sara Garcia;719,57;846.869.330-80;10/06/2027
Mariah Ferreira;313,18;836.709.048-90;23/07/2024
Ísis Andrade;721,92;025.186.986-56;09/08/2026
Miguel Siqueira;202,52;548.828.912-70;22/12/2026
Laís Dias;61,64;735.051.430-17;28/12/2026
Lavínia Cunha;882,62;782.175.497-83;22/08/2022
Elisa Fernandes;48,16;122.709.376-48;10/07/2027
Ana Liz Aragão;255,00;752.629.853-36;21/07/2026
Ana Luiza Fonseca;82,89;419.343.523-78;20/10/2023
Augusto Albuquerque;390,84;605.538.406-03;11/09/2024
Marcelo Cassiano;873,86;846.606.285-89;29/04/2023
Sophia Gomes;967,20;960.739.354-68;10/02/2024
Bruna Sampaio;946,01;381.038.856-42;03/06/2024
José Castro;699,35;159.142.302-38;14/05/2026
Mariane Correia;234,81;956.406.045-17;14/12/2027
Srta. Maria Luísa Duarte;137,35;256.121.372-29;13/06/2024
Isis Moura;637,33;915.198.844-50;01/01/2027
Theodoro Fogaça;28,71;564.082.535-93;23/01/2024
Daniel Martins;558,29;130.283.869-51;10/07/2022
Mariah Dias;66,00;150.074.277-55;06/04/2023
Melina Novaes;10,84;944.767.344-92;07/12/2026
Sophie Gomes;185,29;409.241.517-66;08/08/2027
Enzo Gabriel Camargo;779,34;822.476.893-71;15/02/2024
Eduarda Gonçalves;341,97;502.856.406-02;28/08/2027
Augusto Câmara;852,37;080.632.987-43;21/04/2026
Ana Julia Fonseca;970,56;267.859.378-99;21/12/2022
Bella Ramos;203,12;777.668.786-30;02/04/2023
Lucas Leão;310,70;181.781.267-07;19/06/2026
Matteo da Mata;311,65;213.228.584-57;05/11/2022
Maria Cecília Farias;292,90;327.556.244-49;01/12/2022
Laura Araújo;199,66;446.260.455-58;24/04/2022
Dra. Maria Eduarda Pimenta;315,33;012.342.781-94;31/05/2027
Maria Gomes;593,44;197.940.195-01;12/05/2024
Maria Flor Costa;611,25;138.087.905-19;14/12/2027
Sr. Thales Mendonça;301,66;510.518.929-95;25/04/2026
Nina Guerra;440,35;838.679.191-85;04/01/2023
Sra. Valentina Oliveira;557,25;786.535.251-42;09/05/2027
Luiz Otávio Rios;307,15;343.924.350-88;08/01/2026
Clara Rodrigues;125,01;588.905.786-34;03/02/2023
Ana Clara Pires;105,97;506.463.405-66;25/12/2023
Rafael Cardoso;410,79;987.662.869-06;04/09/2025
Maria Isis Mendonça;979,71;294.304.523-32;13/09/2026
João Pedro das Neves;336,67;172.488.686-05;29/04/2027
Pedro Henrique Santos;217,98;161.522.031-32;01/09/2025
Yago Novaes;413,32;854.429.816-80;21/07/2025
Guilherme Jesus;743,59;522.903.792-05;19/04/2025
Davi Lucca Rocha;335,68;256.351.184-46;15/08/2022
Dra. Pietra Castro;838,60;251.071.536-41;31/10/2022
Josué Gonçalves;803,12;165.973.584-03;02/10/2025
Enzo Mendes;340,41;559.816.297-08;13/02/2025
Luiz Felipe Lima;187,56;250.100.666-60;17/11/2027
Ana Cecília Pires;461,50;883.138.806-12;08/01/2027
Nathan Campos;540,61;118.920.682-03;16/06/2024
Ana Laura Ribeiro;403,88;463.783.409-00;13/12/2025
Isabella Montenegro;578,66;176.177.648-70;19/12/2023
Leandro Farias;418,94;001.282.531-00;09/01/2026
Zoe Rocha;299,27;729.948.825-65;23/12/2024
Francisco Rezende;810,32;591.778.799-95;04/05/2023
Maria Santos;955,94;331.274.494-60;20/03/2024
Sr. Davi Lucca Rios;119,37;484.156.964-25;14/01/2027
Melina Lima;879,44;248.947.150-30;16/11/2026
Sra. Aurora Garcia;136,23;095.729.846-39;15/10/2022
Liz Brito;474,32;018.069.129-58;22/08/2025
Dra. Mariane Teixeira;630,86;118.642.437-03;29/05/2024
Mateus Campos;472,34;394.316.133-11;06/03/2026
Laura Barros;512,09;882.361.278-01;31/08/2023
Srta. Catarina Silveira;926,68;442.396.011-74;25/03/2023
Raquel Barbosa;533,22;334.056.102-80;15/02/2023
Alana Cardoso;374,26;178.140.771-14;30/06/2024
Ana Cecília Garcia;903,87;826.682.385-59;17/10/2025
Luigi Almeida;718,39;909.577.758-80;08/12/2024
João Pedro Ferreira;321,82;528.993.857-56;14/05/2022
Ana Liz Viana;38,98;202.741.820-26;21/10/2026
Antônio Almeida;87,63;248.137.118-68;17/06/2025
Ana Carolina Jesus;362,94;761.193.695-69;24/05/2023
Dom Aparecida;217,29;351.084.813-66;11/08/2026
Lara Novaes;881,55;845.172.341-13;31/03/2023
Sophie Cardoso;667,76;815.834.326-07;21/10/2027
Sra. Giovanna Barbosa;713,84;232.362.023-12;11/03/2022
Emanuella Campos;801,97;452.982.843-34;30/09/2025
Dra. Heloísa Pacheco;495,31;654.921.741-50;12/12/2022
Lunna Silva;316,10;373.941.505-37;24/04/2026
Isaac Cunha;983,78;458.578.355-50;03/10/2024
Bruna Sousa;249,70;087.158.655-00;07/10/2027
Brayan Pacheco;614,45;979.546.864-25;01/01/2025
Sra. Letícia Nascimento;849,32;938.998.329-05;02/01/2025
Davi Luiz Lopes;519,26;045.873.199-46;09/05/2025
Ayla Martins;363,99;301.842.775-04;01/08/2024
Maria Sophia Pereira;862,13;472.417.659-89;25/08/2026
Juliana Carvalho;421,77;048.833.807-74;27/02/2027
Dra. Aurora Cardoso;532,29;233.221.166-70;10/10/2024
Anthony Gabriel Melo;953,74;162.500.012-05;01/08/2026
Camila Câmara;528,66;690.347.385-89;22/09/2026
Maria Helena da Conceição;630,77;519.514.986-04;06/06/2027
Nathan Moura;864,28;045.745.898-40;02/07/2022
Amanda Fernandes;611,26;116.298.017-68;04/10/2022
Sra. Manuella Fonseca;254,81;023.890.134-30;04/04/2023
Mariane Pereira;598,31;939.283.847-64;20/06/2027
Henry Gabriel Cunha;39,68;799.052.105-93;10/01/2023
Murilo Sá;593,19;512.456.779-13;20/04/2024
Thomas Fernandes;914,81;328.732.937-55;10/10/2023
Dra. Maitê Pereira;731,53;353.756.484-89;03/05/2023
Sofia da Conceição;199,97;733.956.977-45;18/06/2027
Ana Cecília Fernandes;611,44;949.515.559-20;29/01/2024
Sr. João Moreira;655,55;137.466.283-62;24/07/2027
Henry Pires;134,44;821.285.687-91;22/12/2022
Dr. Theodoro Macedo;125,20;267.630.537-94;10/02/2025
Sarah Teixeira;308,01;427.229.575-65;11/11/2024
Carolina Sales;637,28;192.716.867-80;06/08/2027
João Gabriel Vasconcelos;830,62;925.556.021-24;15/02/2025
Gael Henrique Machado;76,43;300.559.713-00;03/04/2024
Léo Pires;476,11;274.686.049-01;10/06/2025
Danilo Casa Grande;153,42;423.977.475-60;09/04/2024
Bianca Borges;85,93;051.070.920-68;29/05/2024
Maria Luísa Nunes;831,55;823.805.399-47;25/11/2023
Isabel Machado;904,99;837.334.390-30;07/04/2025
Henry Fernandes;881,84;277.229.323-81;21/03/2027
Raul Siqueira;683,42;503.346.761-13;18/04/2024
Maria Helena Cavalcante;867,01;927.185.933-25;14/12/2025
João Felipe da Rocha;612,16;464.782.063-73;30/08/2027
Ana Peixoto;164,50;389.233.390-40;20/04/2026
Mirella Novaes;172,96;399.991.922-10;21/05/2023
Apollo Guerra;128,92;692.073.198-34;27/06/2025
Srta. Lorena Cirino;304,50;086.852.312-79;12/09/2023
Benjamin da Rosa;591,08;859.613.858-75;17/07/2025
Sr. Marcelo Vieira;103,43;352.202.118-57;09/04/2027
Fernando Barbosa;616,60;845.339.034-72;20/08/2022
Marcelo Barros;798,75;054.400.937-10;04/10/2024
Thiago Oliveira;232,31;216.099.817-65;24/01/2023
Luiz Henrique da Rocha;943,15;273.024.774-25;31/01/2025
Dra. Maria Vitória Macedo;199,13;560.830.528-04;16/11/2027
Sra. Ana Sophia Nunes;563,92;701.951.365-48;04/07/2022
Srta. Marcela da Cruz;14,91;059.624.938-13;24/09/2023
Isabella Pinto;818,32;811.691.128-70;30/01/2022
Sr. João Guilherme Martins;616,93;493.793.177-61;10/02/2025
Brayan Montenegro;995,66;454.780.396-01;04/04/2024
Theodoro Guerra;148,00;469.588.252-38;04/08/2027
Júlia Abreu;783,15;034.257.644-57;03/03/2027
Benjamim da Rosa;960,17;224.990.725-07;18/09/2026
Pietra Caldeira;657,08;073.414.662-00;01/01/2022
Maria Liz Pastor;972,41;559.971.127-79;30/12/2027
Lorenzo Cirino;825,48;231.189.848-55;06/10/2026
Davi Miguel Camargo;932,78;028.844.453-16;23/05/2023
Noah da Luz;98,65;288.046.774-80;18/03/2027
Maria Alice Barbosa;808,03;848.753.821-57;27/03/2025
Rodrigo Freitas;642,63;259.594.658-75;18/09/2026
Dra. Cecilia Rezende;17,65;277.813.033-01;05/12/2024
Sr. Rodrigo Gonçalves;583,09;936.152.888-28;19/10/2024
Dr. Gael Henrique Caldeira;692,24;385.075.218-61;09/12/2023
Pietro Moraes;445,53;052.970.274-69;28/07/2023
Caroline Mendes;282,64;723.707.468-77;16/06/2023
Benjamin Rocha;84,58;926.596.704-81;05/02/2023
Luiz Otávio Porto;372,52;660.036.012-79;04/07/2026
João Felipe Ramos;60,86;527.967.694-22;28/12/2025
Maria Alice Câmara;36,35;101.522.095-91;21/11/2026
Zoe Duarte;484,97;915.342.397-65;25/11/2022
Srta. Isis Monteiro;162,23;161.310.833-81;13/10/2024
Leonardo da Cunha;662,05;393.632.090-01;16/05/2024
Vitor Gabriel Costela;865,45;800.071.758-14;30/07/2024
Maria Eduarda Novais;47,87;082.221.239-07;11/09/2026
Dr. Erick Fernandes;966,33;104.100.532-60;29/06/2027
Maria Júlia Cunha;72,60;192.426.936-86;27/03/2022
Sra. Mariana Barbosa;488,78;294.443.345-82;17/02/2022
Catarina da Mota;365,51;893.438.472-70;23/06/2025
Agatha Melo;500,97;497.170.479-59;20/12/2024
Breno Caldeira;370,18;729.757.959-93;27/07/2027
Luana Pinto;876,23;541.275.742-15;18/08/2022
Dom Novais;849,80;823.932.403-78;10/03/2022
Sophie Costela;792,97;304.657.992-67;24/08/2024
Dante Costa;940,69;325.433.530-94;19/05/2024
Sra. Melissa Moreira;963,73;378.612.394-21;05/12/2023
Arthur Gabriel Vieira;689,33;979.660.249-08;02/06/2022
Luísa Aparecida;125,85;418.401.067-97;27/08/2024
Gustavo Henrique Aragão;167,23;993.185.741-25;03/09/2026
Lavínia da Cruz;644,78;241.006.901-01;19/08/2024
Bernardo Lima;587,59;334.199.450-50;12/01/2023
Mariane Rodrigues;360,29;243.336.871-59;10/11/2022
Yan Pastor;350,11;269.269.636-05;24/09/2024
Mariane Costela;972,47;070.323.773-09;26/01/2025
Vitor Gabriel Farias;591,15;544.886.045-11;07/01/2022
Caio Siqueira;21,76;174.396.990-26;12/11/2023
Calebe Fonseca;80,61;680.301.476-24;09/07/2027
Joaquim Camargo;937,71;972.413.228-50;18/02/2024
Giovanna Cunha;376,94;002.974.172-65;30/12/2023
Leonardo Rocha;462,03;857.620.411-89;31/07/2022
Théo Melo;55,83;572.787.863-20;04/01/2022
Pedro Lucas Aragão;744,13;050.670.151-47;08/06/2027
Milena Nogueira;348,39;679.373.804-69;09/09/2025
Kaique Pacheco;207,95;044.473.817-71;01/10/2023
Josué Vieira;623,37;896.180.318-22;22/12/2024
Maria Júlia Pastor;733,17;332.675.968-16;11/03/2022
Liz da Paz;701,93;741.151.166-87;21/12/2024
Dra. Allana Pimenta;546,57;339.791.612-74;04/07/2027
Pedro Henrique Martins;907,91;881.794.907-86;21/11/2025
Aurora Costa;819,04;329.100.428-07;10/07/2022
Allana Pastor;24,19;776.436.345-67;03/01/2027
Ana Júlia Souza;675,98;201.119.621-34;24/03/2023
Olívia Montenegro;568,31;520.701.038-70;07/03/2022
Dr. Anthony Fernandes;98,10;029.020.720-77;23/10/2023
Luiz Gustavo Rocha;643,36;357.588.502-87;25/04/2023
Hellena Dias;696,03;568.659.370-16;31/07/2023
Sr. Juan Teixeira;699,60;418.673.783-58;02/08/2025
Maria Freitas;117,21;811.722.921-88;28/02/2023
Brayan Andrade;168,90;764.912.215-81;28/07/2022
Letícia Farias;980,50;197.154.949-50;21/03/2027
André Ramos;352,62;852.108.213-41;09/12/2027
Maria Alice Monteiro;68,05;583.196.565-15;13/12/2025
Guilherme Martins;818,70;167.063.509-04;14/05/2022
Alice Albuquerque;444,56;993.694.657-02;20/05/2027
Hadassa Caldeira;865,24;627.888.889-09;19/11/2022
Alice Gonçalves;614,83;929.796.844-91;07/12/2025
Pedro Miguel da Cunha;761,08;561.904.509-94;09/11/2027
Sr. Luiz Gustavo Moreira;885,05;949.674.341-25;02/10/2026
Dom da Mota;880,84;194.339.013-44;03/01/2025
João Miguel das Neves;39,89;436.413.912-22;16/06/2024
Diogo Guerra;729,35;920.217.132-71;24/05/2025
Ísis Porto;962,53;278.952.504-86;26/08/2022
Daniela Rios;551,20;061.596.383-85;06/01/2024
Dom Leão;361,90;862.009.032-19;24/12/2023
Bárbara da Conceição;268,43;179.666.405-77;01/05/2025
Vitor Gabriel Correia;713,89;891.703.059-97;05/11/2025
Raul Abreu;986,84;622.592.127-36;20/09/2024
Brenda da Cruz;291,54;501.495.520-75;05/09/2024
Hadassa Caldeira;762,17;686.019.285-23;05/10/2025
João Gabriel Moura;806,14;918.714.920-63;10/07/2025
Dra. Maria Laura Câmara;474,44;195.032.458-37;28/03/2027
Luiz Otávio Cassiano;400,43;630.816.381-36;18/08/2023
Fernando Nogueira;84,39;270.337.599-90;09/06/2023
Allana da Paz;258,20;301.867.538-07;13/02/2027
Ana Ramos;240,94;574.473.747-26;06/12/2022
Maria Luiza Rocha;105,89;822.706.858-80;06/01/2025
Valentina Melo;78,02;618.191.349-10;06/09/2026
Lucca Gonçalves;594,84;401.085.858-39;15/09/2022
Melissa Costa;35,72;379.872.722-80;13/08/2024
Juliana Moraes;655,33;151.469.394-10;18/02/2025
Esther Silva;990,09;376.096.439-70;13/03/2022
Theodoro Santos;496,83;052.017.556-53;08/01/2023
Ester Cunha;171,35;766.306.904-85;05/07/2023
Maria Brito;599,23;570.090.156-00;23/06/2027
Manuela das Neves;621,57;655.489.062-90;23/04/2027
Joana Almeida;645,54;438.009.613-01;15/05/2025
Dra. Alana Azevedo;576,23;966.838.195-55;05/03/2024
Cecília Fernandes;841,79;952.444.362-72;05/04/2024
Ana Liz Nogueira;586,64;454.767.479-53;27/12/2025
Sofia Albuquerque;427,51;727.491.965-28;05/03/2022
Raul Aparecida;62,73;851.963.215-73;31/01/2025
Dante Dias;338,31;662.499.969-16;16/02/2022
Rafaela Martins;357,39;448.697.972-90;28/11/2025
Agatha Sampaio;737,63;633.055.746-28;29/01/2027
Sara Sousa;787,61;957.325.455-78;19/06/2023
João Pinto;642,80;828.330.794-00;12/01/2024
Sra. Raquel Jesus;110,23;787.787.260-74;12/05/2022
Isabel Albuquerque;593,86;131.525.171-03;19/10/2023
Bárbara Cavalcante;436,68;144.549.977-06;02/04/2027
João da Luz;987,69;594.876.803-17;25/07/2024
Esther da Paz;678,15;792.427.397-28;31/07/2022
Vinicius Silva;384,09;943.643.268-23;12/08/2022
Daniel Montenegro;633,27;139.925.978-42;13/03/2027
Pedro Henrique Casa Grande;331,50;004.449.884-52;04/12/2025
Theodoro Câmara;234,28;921.798.077-39;30/10/2027
Dr. Vitor Hugo Carvalho;516,30;507.308.809-30;27/06/2023
Dr. João Guilherme Casa Grande;627,19;410.618.395-15;19/12/2022
Srta. Ana Luiza Brito;586,11;996.144.519-81;25/01/2025
Ana Beatriz Brito;838,62;514.181.779-21;28/06/2027
Thomas Azevedo;465,82;965.465.209-90;11/04/2022
Sra. Evelyn Guerra;708,50;484.530.443-02;27/03/2022
Mirella Garcia;956,78;704.324.449-81;11/08/2022
Maria Azevedo;700,20;322.867.620-02;18/10/2024
Dante Albuquerque;452,72;587.931.342-53;29/04/2025
Mariane Montenegro;591,06;309.072.000-00;16/05/2023
Valentim Aparecida;518,65;114.307.360-69;30/10/2025
Mariana Cavalcanti;688,05;935.136.089-00;14/02/2022
Pedro Henrique Abreu;647,47;071.697.012-00;25/11/2024
Juan Mendonça;725,25;033.377.488-43;21/06/2023
Ana Carolina Vargas;604,69;146.316.227-87;16/11/2025
Fernanda Fernandes;240,31;522.896.837-72;25/12/2024
Dante Gomes;183,07;978.093.547-96;04/07/2022
Murilo Melo;899,76;475.503.479-55;22/03/2026
João Pedro Lopes;500,34;398.196.441-12;07/02/2023
Dr. Gustavo Henrique Siqueira;409,57;402.954.996-92;02/07/2026
João Lucas Vasconcelos;966,65;539.998.296-04;11/08/2024
Letícia Rezende;945,48;895.199.365-55;16/03/2024
Liz Azevedo;947,77;763.202.202-35;16/06/2023
Esther Moura;547,74;909.459.159-62;08/10/2026
Luigi Pinto;314,96;494.871.995-12;07/09/2024
Ian da Mata;846,88;027.563.220-27;26/04/2025
Gustavo Henrique Ribeiro;892,80;512.274.790-37;08/01/2023
Rafael Marques;281,91;166.685.185-01;25/05/2027
Pedro Lucas Campos;49,78;736.268.851-24;28/04/2027
Eduarda Cavalcante;763,68;622.939.244-52;25/03/2023
Pedro Miguel Leão;961,20;668.696.022-56;14/12/2023
Gustavo Campos;230,87;613.417.659-10;10/04/2022
João Lucas Rocha;88,15;204.830.120-75;19/09/2024
Elisa Souza;774,59;676.532.736-34;20/11/2026
Antonella Moura;462,49;676.671.997-47;03/12/2025
Lucas Gabriel da Conceição;936,72;345.731.980-40;04/07/2026
Sophia Alves;352,15;627.215.522-00;03/10/2027
Maria Luiza da Cunha;924,71;828.097.957-33;11/02/2022
Eloah Casa Grande;527,24;931.431.485-50;05/08/2027
Igor Andrade;643,62;344.456.047-81;09/12/2027
Lara Nunes;140,96;020.482.963-12;14/01/2023
Dom Novaes;777,98;724.002.272-26;05/04/2024
Alícia da Rocha;257,01;671.504.158-03;05/08/2027
Yan Camargo;787,56;038.966.181-31;11/11/2022
Guilherme da Mota;206,18;771.257.154-61;24/11/2023
Raquel Pimenta;185,26;685.081.446-08;27/11/2026
Srta. Aylla Barbosa;788,70;910.146.409-45;05/05/2022
Luara Câmara;930,76;269.766.533-14;16/09/2023
Dr. Isaque Vasconcelos;734,15;688.528.200-61;26/12/2024
Felipe da Cunha;551,10;547.401.367-15;20/11/2023
Luiz Henrique Gonçalves;888,13;333.016.244-92;05/02/2024
Cecilia da Conceição;157,65;038.601.434-51;19/10/2027
Bento Lopes;953,48;610.062.702-79;16/04/2026
Marcela Rodrigues;838,36;856.874.158-41;04/01/2022
Bella Costela;259,52;512.189.168-74;22/11/2022
Mariane Moura;169,46;379.444.306-30;03/11/2022
Ana Beatriz Alves;88,30;625.578.437-14;02/03/2025
Jade Campos;292,10;617.091.079-84;03/09/2024
Raul Moura;868,76;635.825.410-34;14/09/2027
Gustavo Henrique Casa Grande;259,00;277.187.880-15;31/01/2026
João Felipe Novais;216,12;829.896.829-83;10/08/2025
Arthur Miguel Nunes;406,18;493.040.356-12;18/12/2024
João Guilherme da Mata;322,75;385.043.365-03;31/03/2023
Antony Costela;125,81;796.964.070-26;03/02/2023
José Silva;217,35;944.824.414-29;01/11/2022
Daniel Carvalho;648,63;408.786.934-27;06/04/2022
Cauã Vasconcelos;277,38;341.070.299-79;31/10/2024
Anthony Vargas;52,92;651.739.943-70;26/03/2027
Pedro Miguel Cunha;587,62;189.374.918-50;01/09/2025
Ana Macedo;937,02;051.766.571-93;21/01/2026
Dra. Maria Liz Nunes;950,92;611.049.664-26;16/08/2025
Yuri Vasconcelos;966,06;624.622.296-05;08/12/2027
Laís Barbosa;373,92;250.388.130-08;05/03/2026
Davi da Cunha;932,40;679.424.137-43;11/06/2022
Eduarda Gonçalves;853,38;188.853.064-21;16/12/2024
Murilo Pastor;739,73;816.968.768-37;29/01/2024
Clarice da Mota;490,32;060.612.688-04;11/12/2025
Pietra Leão;137,51;438.208.122-07;09/10/2026
Leonardo Vasconcelos;466,74;497.231.700-00;04/01/2023
Maya Pastor;209,38;180.521.500-00;24/02/2025
Pietro da Costa;152,93;886.994.326-77;29/04/2022
Srta. Ana Cecília Cavalcanti;975,33;884.346.607-02;12/09/2026
Dra. Júlia Pastor;577,07;183.677.253-08;14/07/2026
Fernanda Lopes;359,37;416.033.252-81;20/10/2026
Bryan Silva;340,79;618.821.021-62;31/03/2025
Ana Melo;789,58;316.226.099-04;22/12/2022
Amanda Santos;495,12;445.204.998-23;09/02/2027
Srta. Aylla da Conceição;170,20;419.322.908-49;27/04/2027
Lucas Gabriel Sousa;779,56;069.873.846-29;16/04/2026
Lucas Azevedo;336,79;150.367.011-24;08/02/2023
Sr. Gustavo da Mota;679,85;526.039.045-89;06/03/2022
João Felipe Nascimento;977,11;828.856.879-39;23/02/2026
Alexandre Sampaio;775,18;771.887.967-49;07/09/2024
Luiz Fernando Fogaça;980,72;603.222.064-80;15/06/2027
Asafe Albuquerque;429,85;488.714.719-82;21/02/2022
Dr. Danilo Garcia;221,24;770.015.794-40;08/01/2022
João Felipe Pinto;901,43;063.588.560-30;21/06/2022
João Porto;785,43;316.292.112-05;06/01/2026
Dra. Hellena Freitas;70,08;376.079.005-48;23/06/2023
Enzo Ferreira;293,23;151.839.866-91;07/03/2025
Júlia Novais;954,22;932.732.663-63;20/01/2027
Mariana Vargas;926,80;520.569.799-74;23/05/2025
Davi Luiz Sales;807,86;662.637.904-65;19/05/2023
Paulo Farias;946,55;123.129.628-34;24/07/2023
Vitor Vargas;553,50;980.733.754-24;23/07/2025
Sr. Otávio Vieira;805,02;184.628.686-71;10/12/2026
Heloisa Caldeira;609,55;933.174.713-60;25/07/2027
José Pedro Garcia;450,10;202.795.717-07;06/10/2022
Júlia Sales;695,00;677.657.492-86;18/08/2027
Igor Caldeira;934,25;809.927.708-28;19/05/2023
Arthur Miguel Camargo;23,89;258.573.956-28;26/11/2024
Esther Vargas;765,55;601.475.885-22;06/07/2027
Yuri Cassiano;903,56;474.754.414-30;02/03/2025
Maria Helena Dias;255,45;281.242.832-54;05/02/2023
João Vitor Casa Grande;610,55;032.528.663-90;16/01/2025
Isabelly Pinto;262,61;265.002.104-75;26/04/2022
Lucas Gabriel Rios;868,20;586.388.762-10;13/12/2022
Mathias da Cunha;165,13;302.217.484-53;08/01/2024
Alícia Câmara;658,71;610.311.134-08;20/11/2026
Dr. Ian Gomes;470,40;017.393.580-02;14/09/2025
Vitor Hugo Moraes;964,33;871.225.272-70;30/11/2023
Srta. Heloisa Almeida;159,46;494.948.645-42;10/02/2027
Renan Ramos;102,77;032.608.351-06;24/09/2027
Ana Sophia da Luz;846,11;580.795.064-00;31/12/2026
Maria Clara Cirino;877,25;357.296.391-56;08/04/2025
Carlos Eduardo Moura;736,98;870.474.508-65;28/05/2025
Emanuella da Rocha;281,83;765.825.879-24;05/08/2027
Cauã Pires;521,28;310.875.736-95;16/10/2026
Eduardo Moraes;91,25;147.109.433-21;05/10/2024
Srta. Kamilly Marques;270,47;998.683.564-02;06/11/2024
João Gabriel Dias;172,47;512.363.542-42;06/08/2024
Catarina Sousa;866,51;991.486.242-00;20/01/2024
Fernanda Melo;532,04;077.350.150-94;08/11/2024
João Vitor Melo;514,69;323.980.529-41;17/06/2024
Bryan Borges;142,51;887.043.200-98;02/11/2027
Benicio Pimenta;411,52;897.343.627-93;09/11/2022
